"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特表2011-506043","特願2010-539636","2008/12/11","2009/06/25","動的骨固定要素及びその使用方法","ジンテス　ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング","A61B17/58,310,A61B17/70,A61B17/80,A61B17/86","特表2011-506043","","特許5468014","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-506043/74C2EC93E18F75DDC349EC42D9A2F2ABFA6E5B1908B11ABB7430D90F06087FA6/11/ja"
"特開2009-138451","特願2007-316860","2007/12/07","2009/06/25","ドアパネル","キャタピラージャパン株式会社","B62D25/10@H,E02F9/16@E,E06B3/70@Z","特開2009-138451","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-138451/5A2814E211682EADFDC30018FA0FE55136C9ABD276E0D6F3C278437BCB3F63D4/11/ja"
"特表2011-519148","特願2010-537584","2008/12/11","2009/06/18","ヒートシンクに取り付ける発光ダイオード","コーニンクレッカ　フィリップス　エヌ　ヴェ,フィリップス　ルミレッズ　ライティング　カンパニー　リミテッド　ライアビリティ　カンパニー","H01L33/00,450,H01L33/64","特表2011-519148","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-519148/01A29C87AD2749726E1BC0F05109C88593186CFE016A9A93B90EAEBD0D6E6AEB/11/ja"
"特表2011-504821","特願2010-534543","2008/11/24","2009/06/04","構造用サンドイッチ板部材の改良された形成方法","インテリジェント　エンジニアリング　（バハマ）　リミテッド","B29C39/10,B29L9:00,B29L31:10,E04C2/26@S","特表2011-504821","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-504821/0E0169C6A33E52B22A7F223316A433DE0A8FC9DB594269A3B4B90E5D985C09C4/11/ja"
"特開2009-113119","特願2009-049508","2009/03/03","2009/05/28","スタッドボルト","溝口　純一","B23K9/20@B,B23K11/00,530","特開2009-113119","","","拒絶2012-009132","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-113119/0F147D9492FBAD028B5707C1AA56211E270ADE030196803DC11661F35754AC60/11/ja"
"実登3150476","実願2009-001120","2009/02/27","2009/05/21","先端固着型シース熱電対及びその取付構造","山里産業株式会社","B22D2/00,B22D11/16,104@B,G01K1/14@A,G01K1/16,G01K7/02@C,G01K1/143","","","実登3150476","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-3150476/C5A1948F835C2257BBAE2786284D9341E297167F5AFE39F57148607207F61C68/25/ja"
"特開2009-108549","特願2007-280566","2007/10/29","2009/05/21","基礎杭と基礎スラブの接続構造","平城　弘一,日本スタッドウェルディング株式会社","E02D27/12@Z,E02D27/34@B","特開2009-108549","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-108549/707E3505BF9B6A7DE38E6ABCA777E9973A38C35AA819D523826BB4D9860EB829/11/ja"
"特開2009-107006","特願2007-284548","2007/10/31","2009/05/21","摩擦圧接による突起部の形成","学校法人日本大学","B23K20/12,330,B23K20/12,344,B23K20/12,364","特開2009-107006","","特許5187886","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-107006/E7370DF99298DC27C66E12D99D5710E74148B4FC24CE1445D07089359B2CB510/11/ja"
"特開2009-092601","特願2007-265825","2007/10/11","2009/04/30","非破壊検査方法","国立大学法人　熊本大学","G01N29/04,504,G01N29/12","特開2009-092601","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-092601/68D5D3FB39DD10C287B6415C92586011B6EB627AB8789B44F56A56FBC164CE70/11/ja"
"特開2009-090353","特願2007-265326","2007/10/11","2009/04/30","スタッド溶接装置","トヨタ自動車東日本株式会社","B23K9/20@D","特開2009-090353","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-090353/E0C3EE515CDB571A25682DD609A2396D9549B90456EE308B31853CC369D04230/11/ja"
"特開2009-089655","特願2007-263676","2007/10/09","2009/04/30","養殖いけす","川上　悟","A01K63/00@D,A01K61/60,321","特開2009-089655","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-089655/9C711C9BB5B08F4DF99576E154FC624B9ED82C3DAA1E74BDD1C924132AAC5004/11/ja"
"特表2010-540323","特願2010-527073","2008/09/23","2009/04/02","製造処理の間に部品を保持するための方法と装置","ザ・ボーイング・カンパニー","B23K9/20@D,B23P15/00@Z,B23Q3/06,304@Z,B64F5/00@D,B64F5/10","特表2010-540323","","特許5286364","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-540323/FC79B61DE80F698ED86014FE9B454E73FA98C62A28796D511BFDDFD24EA94BD2/11/ja"
"特開2009-066655","特願2007-269507","2007/09/15","2009/04/02","スタッド溶接ピン","原田　哲男","B23K1/00,330@Z,B23K1/19@B,B23K1/20@E,B23K9/20@B,C04B37/02@Z,C04B41/88@A,C04B41/88@F,F16B5/08@A","特開2009-066655","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-066655/07567F27AC5CBE3FCDABFE919F7051C1DB85A368AACA5E68A64572DA07A53110/11/ja"
"特開2009-062788","特願2007-233613","2007/09/10","2009/03/26","柱梁架構の補強構造","積水化学工業株式会社","E04B1/24@F,E04B1/348@K,E04B1/58@G,E04B1/58,504@F","特開2009-062788","","特許5166800","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-062788/798E12222B064828CCBBB15B1A417826DCD95E57420D57ACBE666F1DB27562E4/11/ja"
"特開2009-062719","特願2007-231035","2007/09/06","2009/03/26","柱梁架構における補強柱の設置構造及び建物","積水化学工業株式会社","E04B1/348@K,E04B1/58,507@F,E04G23/02@F","特開2009-062719","","特許5166799","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-062719/E46ABF22CCF671D64AFF35CF95DB59A30C2EF4B9554EF50CB7BAD305AF962539/11/ja"
"特開2009-057693","特願2007-223253","2007/08/29","2009/03/19","鋳造杭","株式会社クボタ","E02D5/24,103,E02D5/28,E02D5/56","特開2009-057693","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-057693/AB2F0D2417119262771AA3D39281E5470C12131002A48185D78ADAB1EE347A5E/11/ja"
"特開2009-057692","特願2007-223252","2007/08/29","2009/03/19","先端部材","株式会社クボタ","E02D5/24,103,E02D5/28,E02D5/56,E02D5/72,E02D7/22","特開2009-057692","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-057692/D71CA29CFA14F19009889A00ACEE03E9CFECF6FAA742A001E22CBF9C36B23F66/11/ja"
"特開2009-057691","特願2007-223251","2007/08/29","2009/03/19","鋳造杭","株式会社クボタ","E02D5/24,103,E02D5/28,E02D5/56","特開2009-057691","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-057691/4CC8EC6E630C665243DF870466624A277BC87927C5BD08361D1DA2CB2D7FDB63/11/ja"
"特表2010-535635","特願2010-520460","2008/08/07","2009/02/19","第２の加工片の方向に第１の加工片を複数段階前進させてアークを発生させる短時間スタッド接合法","ニューフレイ　リミテッド　ライアビリティ　カンパニー","B23K9/073,550,B23K9/20@A","特表2010-535635","","特許5461399","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-535635/B155341128A229832650F8F45D785C7591DFC9A79C4069A0E124E0CC3CE1BFE9/11/ja"
"特開2009-024990","特願2007-285245","2007/11/01","2009/02/05","スパイラル式熱交換器","松本技研株式会社","F28D9/04","特開2009-024990","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-024990/50E217DB15D56B711016C5E3DFAE6DF47867E56FE0FCD5BB30D329EBDB4C6B9E/11/ja"
"特開2009-010136","特願2007-169597","2007/06/27","2009/01/15","半導体装置用ヒートスプレッダ","株式会社アライドマテリアル","H01L23/36@M","特開2009-010136","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-010136/E59035B3666A4484C33CD515B49C54D62FE5E5B757203A19730A432F92B7FD76/11/ja"
"特開2009-001963","特願2007-160987","2007/06/19","2009/01/08","金属製水泳プールの防水構造","株式会社タニムラ","E04H3/18,300@B,E04H4/02@B","特開2009-001963","","特許4866303","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-001963/E9A790FE4953ABD5E7F14CAC36B94AC636BCDBDECE0893AC60FB50EA8BE05FE3/11/ja"
"特開2008-305880","特願2007-150021","2007/06/06","2008/12/18","コンデンサ用リード端子の溶接方法","国立大学法人秋田大学,日本ケミコン株式会社","H01G9/04,355,H01G9/008,303","特開2008-305880","","特許5044772","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-305880/D586D997B2DF204D23D272EDF355B8E2E4AFD6991E11B6420DF27E851B89B9B7/11/ja"
"特開2008-303673","特願2007-153863","2007/06/11","2008/12/18","合成壁構造およびその構築方法","ＪＦＥスチール株式会社","E02D5/04,E02D29/04@Z,E02D29/05@Z","特開2008-303673","","特許4844477","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-303673/3CCC0C3492366479D4D1F012E0F9D9C2036343DC51F35D42A3515965513A2FD7/11/ja"
"特開2008-302424","特願2007-175625","2007/06/05","2008/12/18","スタッド溶接ピン","原田　哲男","B23K1/00,330@N,B23K1/19@B,B23K1/19@J,B23K1/19@L,B23K9/20@B,B23K11/00,530","特開2008-302424","","特許4736097","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-302424/6D9A96E0E1B64ECD3EB7289125065E6315937988A2316C4588BC0494FB38FAEB/11/ja"
"特表2010-529372","特願2010-510466","2008/05/28","2008/12/11","多スタッド・ファスナ","ニューフレイ　リミテッド　ライアビリティ　カンパニー","F16B2/08@S,F16B17/00@E,F16B37/08@B","特表2010-529372","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-529372/410C3C789FEF1C1E29D87144C730246ADB66155AC7841B4FCF9C3834CA2360B4/11/ja"
"特開2008-300450","特願2007-142561","2007/05/29","2008/12/11","半導体装置用ヒートスプレッダとその製造方法","株式会社アライドマテリアル","H01L23/36@Z,H01L23/46@Z","特開2008-300450","","特許5028147","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-300450/5C1FA617DB4AC658221E9760DE71B7592E0F45F8C287C972BEB5FC545FD1104F/11/ja"
"特開2008-290101","特願2007-137083","2007/05/23","2008/12/04","スタッド溶接装置のチャック接続部品","日本ドライブイット株式会社","B23K9/20@E,B23K11/00,530","特開2008-290101","","特許5016381","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-290101/2C4F694318846CCBAC4EBEBF5D9F669296D35CAC65281E56F07B205B4926A81F/11/ja"
"特表2010-527790","特願2010-508556","2008/05/14","2008/11/27","可撓性保護ガス・カバー","ニューフレイ　リミテッド　ライアビリティ　カンパニー","B23K9/20@C,B23K9/20@D","特表2010-527790","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-527790/0ADACC43A757C87C078595459ED81619CD63E2B05AB22EF1A06B8E36C153277C/11/ja"
"特開2008-266902","特願2007-108104","2007/04/17","2008/11/06","壁ユニットおよび耐震壁","株式会社奥村組","E04B2/56,605@D,E04B2/56,632@A,E04B2/56,632@J,E04B2/56,632@M,E04B2/56,632@R,E04G23/02@D","特開2008-266902","","特許4949116","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-266902/1573780E51D8010236D67D0FCECFFBA388965CFF917156C66723DBED42A89B97/11/ja"
"特開2008-262751","特願2007-103149","2007/04/10","2008/10/30","組電池、単電池及び電池パック","パナソニック株式会社","H01M2/10@M,H01M2/20@A,H01M2/30@B,H01M2/30@C","特開2008-262751","","特許5009030","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-262751/403AEC559605CC41E52608E783404582E25EF0873A7707AF0C7CBC715BDC7638/11/ja"
"特開2008-248551","特願2007-090493","2007/03/30","2008/10/16","合成床版の鋼製パネル及び鋼製パネルの製造方法","株式会社ＩＨＩインフラシステム","E01D19/12","特開2008-248551","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-248551/193A337B7AD7B9FD004CCFEAE5E1FFFA989045B5AE308427B76A4678FDEDAD73/11/ja"
"再表2008/120428","特願2009-507397","2007/12/28","2008/10/09","接合方法および接合装置","川崎重工業株式会社","B23K20/00,310@H,B23K20/00,310@M,B23K20/16,B23K20/26,B23K103:10","WO2008/120428","","特許5002005","","再表2008/120428","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-120428/3F9137F26DF8DEDFC56864EDAD93DBCE5786A41FFD236DFEE53E78267447CBE6/19/ja"
"特開2008-238203","特願2007-081199","2007/03/27","2008/10/09","スタッドボルトおよび細線付き導体ならびにスタッド溶接方法","国立大学法人九州工業大学,株式会社オートネットワーク技術研究所,住友電装株式会社,住友電気工業株式会社","B23K9/20@A,B23K9/20@B,B23K11/00,530","特開2008-238203","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-238203/58597B30737D3A7A715A4733D86EB3106673690FEC5C7C0AD838F89240D37AE3/11/ja"
"特開2008-186198","特願2007-018434","2007/01/29","2008/08/14","自動販売機","富士電機リテイルシステムズ株式会社","G07F9/02@B","特開2008-186198","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-186198/124FAB648E508FC5CDD85A08B40D555F810DFC7FC03EA7EEE5CC161746DD136A/11/ja"
"特開2008-173669","特願2007-009651","2007/01/18","2008/07/31","コンタクト方式アークスタッド溶接用の大径スタッド","岡部株式会社","B23K9/20@B","特開2008-173669","","特許5084277","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-173669/8DC3829B30990E262D31B1B0B1D347F740FF691D38E0A18EC961610A8EE07D52/11/ja"
"特開2008-155278","特願2006-357406","2006/12/22","2008/07/10","スタッド溶接ピン","一文機工株式会社","B23K9/20@B","特開2008-155278","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-155278/07D3DA9C8F6A6345536EDF88DE5FF65519EE6015E48AB2F6A88ACA1444134A78/11/ja"
"特開2008-151360","特願2006-337099","2006/12/14","2008/07/03","空気調和機の室外機","ダイキン工業株式会社","F24F1/00,512,F24F1/00,513,F24F1/10,F24F1/12,F24F5/00@T,F24F13/24","特開2008-151360","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-151360/F6776620918FEFA2A79A5265BCEBB664DD1044B86DCC9DF6771AEFC23CB47BAE/11/ja"
"特開2008-149373","特願2006-357264","2006/12/15","2008/07/03","スタッドピン","一文機工株式会社","B23K9/20@B","特開2008-149373","","特許4665253","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-149373/9E920D4A640765E822EAC90C9B680DC758FE9F779CAB53C01B3A91685456AF1D/11/ja"
"特開2008-149345","特願2006-339113","2006/12/15","2008/07/03","スポット溶接補助装置","株式会社成興技研","B23K11/11,510,B23K11/11,520,B23K11/11,550@Z","特開2008-149345","","特許5064009","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-149345/8188107D8F149CE5B0EAF627D01FC1A12617FE3C728EEC5B80B32789A9489604/11/ja"
"特開2008-137078","特願2007-341615","2007/11/30","2008/06/19","溶接ヘッド","ニューフレイ　リミテッド　ライアビリティ　カンパニー","B23K9/20@D","特開2008-137078","","特許5335232","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-137078/AFC55A6EDBD5400E2B151CDFC1152F23CA9384C2A28D3C6A381DD49AF7A27E05/11/ja"
"特開2008-137061","特願2006-357013","2006/12/01","2008/06/19","スタッド溶接機","一文機工株式会社","B23K9/20@D,B23K9/20@G","特開2008-137061","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-137061/388ABD2BB094B9FB7FB77BFFDC76D0E33BD8200DFC351FAB08932DFCD30AE21D/11/ja"
"特開2008-137060","特願2006-357012","2006/12/01","2008/06/19","スタッド溶接装置","一文機工株式会社","B23K9/20@G,B23K11/00,530,B23K11/26","特開2008-137060","","特許4106637","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-137060/2F15634C93D3A33EDF2931B1AE23357594D6FF7DBA8D82BDD8769AFA303412E3/11/ja"
"特開2008-133613","特願2006-318975","2006/11/27","2008/06/12","囲い板の連結構造","積水樹脂株式会社","E01F8/00,E04B1/82@U,E04G21/32@B","特開2008-133613","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-133613/FFED49CE8E5E1E3D923FCCF46924791E728068F0023AFE3B695341E0E45FC777/11/ja"
"特開2008-128487","特願2007-298961","2007/11/19","2008/06/05","締結装置","ニューフレイ　リミテッド　ライアビリティ　カンパニー","F16B2/06@A,F16B5/02@U,H01R4/34","特開2008-128487","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-128487/EE4A79345DA72476CB5816AB045F5C6747FDAD92E41A19233AE4C365AE887FBF/11/ja"
"特開2008-121374","特願2006-309346","2006/11/15","2008/05/29","道路橋における伸縮継手の埋設構造","山内　重一,山内　順二,山内　芳夫","E01C11/02@A,E01D19/06","特開2008-121374","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-121374/CB50CF098AD0ADF045A234BCA88727CB805940D70F801724D111EE1017354031/11/ja"
"特開2008-121190","特願2006-302708","2006/11/08","2008/05/29","道路橋の荷重支持型伸縮装置","山内　重一,山内　順二,山内　芳夫","E01C11/02@A,E01D19/06","特開2008-121190","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-121190/A6C2297B5B5D84B1A0640A9D8A68B9604FC4C16B2B5973E43941636C9AA2C712/11/ja"
"特開2008-119738","特願2006-308647","2006/11/15","2008/05/29","溶接スタッド","株式会社明電舎","B23K9/20@B","特開2008-119738","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-119738/F45DAFC649AC8D59E46C7CD0ECC870DD72BD17201EECDDD031FC59F1420D2ED7/11/ja"
"再表2008/053639","特願2008-542013","2007/09/18","2008/05/08","板金修復方法","デンゲン株式会社","B21D1/00@A,B21D1/06@B,B21D1/12@A,B21D1/12@B,B60S5/00","WO2008/053639","","特許5101517","","再表2008/053639","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-053639/79357AC4BF016D5B2FFEF553E2B8096CAF2065E5B01C5F83D9E8EA8849FED69E/19/ja"
"実登3141335","実願2008-000800","2008/02/15","2008/05/01","セラミックライナー装置","株式会社西部トレーディング,ニッテツ八幡エンジニアリング株式会社","B23K9/20@B,F27D1/14@Z","","","実登3141335","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-3141335/8E23E63C7F7374DDB4F55C2B4A971890306DC9781E33D978117F57281E3F09DF/25/ja"
"特開2008-100153","特願2006-284162","2006/10/18","2008/05/01","高張力鋼板の板金補修構造および板金補修方法","株式会社ヤシマ","B05D3/00@Z,B05D7/14@S,B05D7/24,301@K,B05D7/24,301@T,B60S5/00","特開2008-100153","","特許4638400","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-100153/6F0AA6D133E1235EEFC6C939BD11BB84E004A64303809209023C3FF49CB0911D/11/ja"
"特開2008-093734","特願2007-286720","2007/10/05","2008/04/24","スタッド・ホルダ","ニューフレイ　リミテッド　ライアビリティ　カンパニー","B23K9/20@E","特開2008-093734","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-093734/12DDDA0CAF47EFB97C4DAF1B125D390CAC346B625B4C8B798CB24979803F5CAE/11/ja"
"特開2008-086745","特願2007-028422","2007/02/07","2008/04/17","調理容器","クックー・エレクトロニクス・カンパニー・リミテッド","A47J27/00,103@H,A47J45/06@F","特開2008-086745","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-086745/0195EDB42ADAA4C91E4A83BE3E6E4920AF9A87B35532F17FF7C4537EFD3B3AD4/11/ja"
